timestamp;message
3:41  PM; Gabriele  Cadê o estoque de pneu 
3:41  PM; Pedro Andrade  é só convocar uma manifestação igual Lula vagabundo!
3:41  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:41  PM; William Souza  CADE OS 2 MILHÕES DE GADO  
3:41  PM; paulo cast  ONDE ESTÃO AS FAIXAS CONTRA O XANDÃO 
3:41  PM; TiadeSobrinas andCamilo  credo
3:41  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:41  PM; FLOOK  FORA LULA
3:41  PM; TiadeSobrinas andCamilo  foi
3:41  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:41  PM; Francis Pereira  GRAÇAS A DEUS QUE ESSE ELEMENTO ESTÁ INELEGÍVEL E LOGO SERÁ PRESO.
3:41  PM; PUTIN*  3 MILHOES DE PESSOUAS
3:41  PM; ALOISIO ALVES  
3:41  PM; awpelite2008  QUANTA INVEJA DESSES PARASITAS
3:41  PM; TiadeSobrinas andCamilo  blok
3:41  PM; Mariza Sotelo Codo  Reunir pessoas não apaga crimes
3:41  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:41  PM; Giselle Andrade Krewer  Chora petezadaaaaaa
3:41  PM; George Marcel  vou virar jornaliste
3:41  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:41  PM; awpelite2008  QUANTA INVEJA DESSES PARASITAS
3:41  PM; Claudio Amorim Nunes de Freitas  CHORO GRANDE, FALTAM MAIS 7 ANOS     NÃO TEM VOTO, OS VOTOS DO LULA ESTÃO FAZENDO A COMIDA DELES!
3:41  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:41  PM; Bernadete Carrara Besnosoff  Só pagando para o povo ir
3:41  PM; Dragão Shiryu  KD Jahyr Lucypher Boisonaro 
3:41  PM; FLOOK  FORA LULA
3:41  PM; SUZI    SIMPLES  AGORA É TARDE _________ PRÁ ARREPENDIMENTO DOS CRIMES QUE COMETEU
3:41  PM; Gabriele  O dinheiro do dízimo pagou
3:41  PM; Marcos Rogerio  A GLOBO ACUSA OS DEPUTADOS DE RACISTAS, + NUNCA DE LADRÕES E CORRUPTOS
3:41  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:41  PM; carlos eduardo  
3:41  PM; Pacífico Armando Guerra  A PAULISTA VAI FICAR COBERTA DE ESTRUME 
3:41  PM; Nick Iva  A IVETE SANGALO CONSEGUE JUNTAR MAIS GENTE
3:41  PM; Alexandre Gregolim  Bolsonaro é nosso candidato
3:41  PM; Gisele Ruth  O BRASIL É DE DIREITA. NAO TENHA DUVIDA GLOBOSTA.
3:41  PM; Anderson Magalhães  500 pessoas na Paulista. fonte: Arial 12
3:41  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:41  PM; Ricardo Silva  jornalista Portugal vai mostrar mundo todo
3:41  PM; PUTIN*  LINDA
3:41  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:41  PM; Marcos Willians  MOSTREM A AVENIDA TODA SEUS CANALHAS!!!!!
3:41  PM; Claudio Amorim Nunes de Freitas  CHORO GRANDE, FALTAM MAIS 7 ANOS     NÃO TEM VOTO, OS VOTOS DO LULA ESTÃO FAZENDO A COMIDA DELES!
3:41  PM; Revenda Bill Print  bolsonar na cadeia
3:41  PM; Antonio Marques De Oliveira  
3:41  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:41  PM; RCesar  E O DAY AFTER...TOC TOC TOC 
3:41  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:41  PM; awpelite2008  QUANTA INVEJA DESSES PARASITAS
3:41  PM; Marcio Arestides  DEUS, PARRIA, FAMÍLIA !         
3:41  PM; Márcio Rodriguez  OS PETRALHAS VÃO A LOUCURA COM O MITO KKKKK
3:41  PM; Rayner GS  Não tem coragem de pedir intervenção  Otários
3:41  PM; Carmen Ataide Leite  kkkkkl chororo CNN, eu amo vocês, tendo que engolir goela a baixo. Chorororo CNN
3:41  PM; Edvaldo Silva  inveja mata, vamos trabalhar essa manifestação é de quem não tem que fazer,
3:41  PM; Nonato  Acorda cambada de puxa saco de molusco!!!
3:41  PM; Flavio Souza  A papuda te espera
3:41  PM; Dragão Shiryu  Bozo satanás
3:41  PM; PDzin  Lula viva Lula
3:41  PM; parceirodalua  VÃO PASTAR NOUTRO LUGAR PATRIOTÁRIOS., SEU MILITONTO ESTA CONDENADO. E INELEGIVEL.
3:41  PM; FLOOK  lotado
3:41  PM; João Marcos  FORA LULADRÃO!!
3:41  PM; Rodrigo Labat Marcos  Cadeia para Bolsonaro!
3:41  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:41  PM; Felipe Vieira  Fora Lula
3:41  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:41  PM; Marcio Arestides  DEUS, PARRIA, FAMÍLIA !         
3:41  PM; Claudio Amorim Nunes de Freitas  CHORO GRANDE, FALTAM MAIS 7 ANOS     NÃO TEM VOTO, OS VOTOS DO LULA ESTÃO FAZENDO A COMIDA DELES!
3:42  PM; jc sv  cnn
3:42  PM; Coruja  MARCHA P ISRAEL
3:42  PM; Marcio Arestides  DEUS, PARRIA, FAMÍLIA !         
3:42  PM; PUTIN*  LIBDA
3:42  PM; FLOOK  lotado
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; Andre Reginato  F L O P O U 
3:42  PM; Rayner GS  Não tem coragem de pedir intervenção  Otários
3:42  PM; awpelite2008  QUANTA INVEJA DESSES PARASITAS
3:42  PM; Valéria Santos  MANIFESTAÇÃO LAMBE SACO, SEM PAUTA PRA DEFENDER O PALHAÇO 
3:42  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:42  PM; Paraíso  tem nem 10 mil bozonazi
3:42  PM; paulo cast  SEM FAIXAS SEM NADA ESTÃO COM MEDO 
3:42  PM; lpb  a esquerda só se manifesta nas urnas ... estamos nas praias agora vcs que lutem
3:42  PM; Nick Iva  A IVETE SANGALO CONSEGUE JUNTAR MAIS GENTE
3:42  PM; arlindo alves da silva  meu guarda sol jamais será vermelho kkkkkkkkk
3:42  PM; carlos eduardo  
3:42  PM; SUZI    SIMPLES  AGORA É TARDE _________ PRÁ ARREPENDIMENTO DOS CRIMES QUE COMETEU
3:42  PM; Marcio Arestides  DEUS, PARRIA, FAMÍLIA !         
3:42  PM; Pedro Andrade  no mínimo 3 milhões pessoas
3:42  PM; FLOOK  lotado
3:42  PM; Claudio Amorim Nunes de Freitas  CHORO GRANDE, FALTAM MAIS 7 ANOS     NÃO TEM VOTO, OS VOTOS DO LULA ESTÃO FAZENDO A COMIDA DELES!
3:42  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:42  PM; PUTIN*  LINDA
3:42  PM; Ursula Calegari  gaduuuu
3:42  PM; Elizabeth Schimitz  SUZI SIMPLES A MESMA PESSOA ...
3:42  PM; RICHARD PEREIRA  Cadê as pessoas na Paulista
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; William Souza  FIASCO
3:42  PM; SUZI    SIMPLES  AGORA É TARDE _________ PRÁ ARREPENDIMENTO DOS CRIMES QUE COMETEU
3:42  PM; Canal Do Geraldo  o choro já está dizendo o que vocês estão esperando
3:42  PM; Luis Borges  lula quer fazer e não ficar em paulista fazendo carreata....
3:42  PM; Marcio Arestides  DEUS, PARRIA, FAMÍLIA !         
3:42  PM; TiadeSobrinas andCamilo  05%
3:42  PM; DJ RICARDINHO DA POWER  coitados
3:42  PM; Rogerio Rodrigues  Basília seus comentários está na cara que tem lado
3:42  PM; FLOOK  lotado
3:42  PM; SUZI    SIMPLES  AGORA É TARDE _________ PRÁ ARREPENDIMENTO DOS CRIMES QUE COMETEU
3:42  PM; Cynthia Andrade  É MUITA GENTE!! 
3:42  PM; Francisco Ferreira  500 MIL PESSOAS
3:42  PM; TiadeSobrinas andCamilo  da
3:42  PM; Paulo Dukke  mais ai nao pode faser manifestação com dinheiro de igrejas deve ser preso
3:42  PM; Alexandre Gregolim  Perseguição contra
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; RCesar  KKKKKKKKKKKKKKKKKKK
3:42  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:42  PM; Rosa Maria  Gente nojenta!!
3:42  PM; litto santos  XANDAO DOMOU U GADO
3:42  PM; George Marcel  vou virar jornaliste
3:42  PM; Claudio Amorim Nunes de Freitas  CHORO GRANDE, FALTAM MAIS 7 ANOS     NÃO TEM VOTO, OS VOTOS DO LULA ESTÃO FAZENDO A COMIDA DELES!
3:42  PM; Carlos Aparecido santos  Esse silêncio dos covardes irá salvar Bolsonaro da cadeia
3:42  PM; Bernadete Carrara Besnosoff  Tá educado. Fingidos
3:42  PM; FLOOK  lotado
3:42  PM; Ricardo Tebon  700 mil mortos  CADEIA para o GENOCIDA 
3:42  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:42  PM; TiadeSobrinas andCamilo  popu la
3:42  PM; Jefferson Gazoni  FINGIMENTO
3:42  PM; agthss  
3:42  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:42  PM; Felipe  ESSA MANIFESTAÇÃO É DO POVO BRASILEIRO
3:42  PM; Rayner GS  Não tem coragem de pedir intervenção  Otários
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; TiadeSobrinas andCamilo  çao
3:42  PM; Giselle Andrade Krewer  O mula não consegue nem levar 50 mil
3:42  PM; Nick Iva  A IVETE SANGALO CONSEGUE JUNTAR MAIS GENTE
3:42  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:42  PM; PUTIN*  MUITA GENTE
3:42  PM; Rita Cassia  ISSO FRANCIS ESSE HOMEM RUIM INELEGÍVEL
3:42  PM; Joaquim Augusto  adoradores do ser maligno Bolsonaro estão enlouquecidos... nunca entendi essa consciência ética que ataca um suporto ladrão e apoia milicianos!!!
3:42  PM; FLOOK  lotado
3:42  PM; paulo cast  KKKKKK VERSÃO NUTELA KKKKK
3:42  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:42  PM; Francisco Ferreira  500 MIL PESSOAS
3:42  PM; Junior Dias  XORAAAA PTZADA
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; agthss  
3:42  PM; Marcio Arestides  DEUS, PARRIA, FAMÍLIA !         
3:42  PM; Felipe Vieira  Avenida lotada!!!! Quem tirar o pé perde o lugar
3:42  PM; Giselle Andrade Krewer  Mídia porca
3:42  PM; TiadeSobrinas andCamilo  manif
3:42  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:42  PM; Givanildo Keiroz  manifestação nunca vista no Brasil parabéns e q Deus abençoe TDS aí presente MT lindo
3:42  PM; Claudio Amorim Nunes de Freitas  CHORO GRANDE, FALTAM MAIS 7 ANOS     NÃO TEM VOTO, OS VOTOS DO LULA ESTÃO FAZENDO A COMIDA DELES!
3:42  PM; prof joão filho  NÃO VÃO FALAR MAL DO STF , CAGÃO KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
3:42  PM; FLOOK  lotado
3:42  PM; Thiago Sarmento  kkkkkk repórter ridícula
3:42  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:42  PM; Rayner GS  Não tem coragem de pedir intervenção  Otários
3:42  PM; MARCOS CURI  GLOBO VAI DIZER QUE TEVE MIL PESSOAS..KKK..
3:42  PM; Marcos Willians  MOSTREM A AVENIDA TODA SEUS CANALHAS!!!!!
3:42  PM; Tiago Costa  BOLSONARO
3:42  PM; Juliana Carmen  chora Petezada o ladrão de estimação de vocês não arasta ninguém.
3:42  PM; Mariza Sotelo Codo  Esquerda não precisa chorar.... só quem perdeu!
3:42  PM; Jefferson Gazoni  GADO TA DOMADO
3:42  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:42  PM; Vania Dias  Versão Nutella!!!!
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; agthss  
3:42  PM; Marcio Arestides  DEUS, PARRIA, FAMÍLIA !         
3:42  PM; Roberta Lima  DEUS ME LIVRE USAR VERDE E AMARELO NA VIDA ! MUDEM A COR DA CAMISA PARA AZUL E BRANCO !
3:42  PM; TiadeSobrinas andCamilo  05%
3:42  PM; SUZI    SIMPLES  AGORA É TARDE _________ PRÁ ARREPENDIMENTO DOS CRIMES QUE COMETEU
3:42  PM; Bernadete Carrara Besnosoff  Credo
3:42  PM; Roberta Lima  DEUS ME LIVRE USAR VERDE E AMARELO NA VIDA ! MUDEM A COR DA CAMISA PARA AZUL E BRANCO !
3:42  PM; elias antonio  Chuuuuuuuuuupa ptzada!!!!
3:42  PM; Rayner GS  muuuuuuuu
3:42  PM; Maria Dulce de Oliveira  COVARDES
3:42  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:42  PM; Nick Iva  A IVETE SANGALO CONSEGUE JUNTAR MAIS GENTE
3:42  PM; RCesar  O PITBULL VIROU LÉCI. KKKKKKKKKKKKK PEGA XANDÃO
3:42  PM; Francisco Ferreira  500 MIL PESSOAS
3:42  PM; Daniel  arrocha Bolsonaro
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; agthss  
3:42  PM; TiadeSobrinas andCamilo  de
3:42  PM; Mateus Jucar  Fora Lula!!!!
3:42  PM; Roberta Lima  DEUS ME LIVRE USAR VERDE E AMARELO NA VIDA ! MUDEM A COR DA CAMISA PARA AZUL E BRANCO !
3:42  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:42  PM; Pacífico Armando Guerra  A PAULISTA VAI FICAR COBERTA DE ESTRUME 
3:42  PM; Jefferson Gazoni  XANDAO DOMOU O GADO
3:42  PM; Valterson De Assis Leite  A. voz...DO . POVO..É VOZ...DE..DEUS.
3:42  PM; Jose Wal Jose  será verdade já pode fazer política antes do tempo porque mudou.
3:42  PM; Jefferson Lopes dos santos  agora essa jornalista deve saber o w está escrito na bandeira naciokkkknal
3:42  PM; Claudio Amorim Nunes de Freitas  CHORO GRANDE, FALTAM MAIS 7 ANOS     NÃO TEM VOTO, OS VOTOS DO LULA ESTÃO FAZENDO A COMIDA DELES!
3:42  PM; TiadeSobrinas andCamilo  241 M
3:42  PM; João Marcos  BOLSONARO FENÔMENO...
3:42  PM; Professores da Geopolítica  ESSE BOLSONARO E UM COVARDE
3:42  PM; Junio Nunes  Não vou votar mais em meu governador se ele for nesta manifestação ridicula.
3:42  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; Roberta Lima  DEUS ME LIVRE USAR VERDE E AMARELO NA VIDA ! MUDEM A COR DA CAMISA PARA AZUL E BRANCO !
3:42  PM; paulo cast  KKKK MANIFESTAÇÃO VERSÃO NUTELA KKKKKK
3:42  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:42  PM; Alexandre Gregolim  Perseguição contra Bolsonaro, contra a maioria dos brasileiros.
3:42  PM; Paraíso  sem tem 20 mil tem muito
3:42  PM; Rita Cassia  QUE PODER
3:42  PM; Tiago Costa  BOLSONAROOOOOO
3:42  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:42  PM; MARCOS CURI  LULA NEM PODE SAIR NA RUA...KKK..
3:42  PM; PUTIN*  47 ,% DO BRASIL É BOLSO
3:42  PM; ROBERTO LOPES  PODER NO COOL
3:42  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:42  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:42  PM; Giselle Andrade Krewer  Mídia porcaaaaa
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; Nick Iva  A IVETE SANGALO CONSEGUE JUNTAR MAIS GENTE
3:42  PM; Ricardo Silva  direita meus parabéns
3:42  PM; Marcos Rogerio  COMO PODE OS APRESENTADORES FAZEREM OS TIPOS DE COMENTÁRIOS SÃO UM BANDO DE LACRADORES MESMO
3:42  PM; whelky omermo  OLHA A MULTIDAO O LULA NAO CONSEG NEM A METADE
3:42  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:42  PM; Claudio Amorim Nunes de Freitas  SEUS, PAREIA E QUADRILHA
3:42  PM; Márcio Rodriguez  BRASIL ACIMA DE TUDO. DEUS A CIMA DE TODOS.
3:42  PM; Rosa Maria  500 mil fascistas/nazistas!!
3:42  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:42  PM; Marcos Willians  MOSTREM A AVENIDA TODA SEUS CANALHAS!!!!! TEM MAIS DE UM MILHAO DE PESSOAS!!!!
3:42  PM; Neil Stilman  a Manifestação é o Poder do Brasileiro
3:42  PM; CLAUDIO PAROS CORRALES                  Brasil acima de interesses de empresários parasitas ., liberdade ao povo , livrai nos dessa imprensa lacradora e hipócrita
3:42  PM; Luis Borges  Lula Sempreeeeee
3:42  PM; TiadeSobrinas andCamilo  05%
3:42  PM; Euripes Severino  tem jumemto no chat abóbora 
3:42  PM; Filipe  impeachment do Lula já!! ele não representa o povo Brasileiro.
3:42  PM; Givanildo Keiroz  Deus e maravilhoso e ele sabe o q faz
3:42  PM; Carlos Aparecido santos  Bolsonaro está com os dias contados com sua liberdade
3:42  PM; Rita Cassia  GAROTA
3:42  PM; Gisele Ruth  10 QUARTEIROES LOTANDO A PAULISTA. É MULTIDAO QUE FALA         
3:42  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:42  PM; TiadeSobrinas andCamilo  DE
3:42  PM; Gilmar Gonçalves  
3:42  PM; FLOOK  agora vcs entenderam agora que e o povo que não quer Lula
3:42  PM; TiadeSobrinas andCamilo  241
3:42  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:42  PM; Claudio Amorim Nunes de Freitas  CHORO GRANDE, FALTAM MAIS 7 ANOS     NÃO TEM VOTO, OS VOTOS DO LULA ESTÃO FAZENDO A COMIDA DELES!
3:42  PM; Ademir Lima  parabéns Brasil isso sim é manifestação...não estou nem falando em partido político...sempre foi um exemplo...e essa Emissora querendo diminuir kkkkk...
3:42  PM; Thiago Branches  mas de 1 milhão de pessoas na av. Paulista segundo a fonte da polícia
3:42  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:42  PM; Marcos Rogerio  IMPRENSA MARRON
3:42  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:42  PM; Willian Dias da Silva  que democracia é essa que as pessoas não podem criticar  a esquerda pode criticar a manifestação.
3:42  PM; William Souza  5 MIL NO MAXIMO AII KKK
3:42  PM; Euripes Severino  tem jumemto no chat abóbora 
3:43  PM; Mariza Sotelo Codo  Bozo na cadeia por tantos crimes !
3:43  PM; DJ RICARDINHO DA POWER  umas 100 pessoas
3:43  PM; TiadeSobrinas andCamilo  MI LHOES
3:43  PM; Claiton José de Souza  ótima oportunidade da PF fazer um pente fino nos ônibus pra prender foragidos do 08/01.
3:43  PM; Gabriele  Coloca os petralha na rua que a gente coloca o gado no chinelo. Somos a maioria! É LULAAAA chora, boiada!     . Bozonaro inelegível por 30 anos vem aí.
3:43  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:43  PM; Neil Stilman  poder Brasil
3:43  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:43  PM; litto santos  PODER KKKKKK VCIS E UMA PIADA
3:43  PM; PUTIN*  SE FOSSE O BEBO TINHA 30 PESSOUA
3:43  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:43  PM; Claudio Amorim Nunes de Freitas  CADEIA
3:43  PM; Nelson Camargo  chora comuna
3:43  PM; Patricia Batista  ABAIXO CNN
3:43  PM; Thiago Sarmento  Nutella e pistola !   kkkk que nível! chora que tá pouco
3:43  PM; Pri Oliveira  Impacto: impeachment de Lula
3:43  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:43  PM; Marcos Willians  MOSTREM A AVENIDA TODA SEUS CANALHAS!!!!! TEM MAIS DE UM MILHAO DE PESSOAS!!!!
3:43  PM; TiadeSobrinas andCamilo  BRASUCAS
3:43  PM; Bernadete Carrara Besnosoff  A paulista está sendo suja
3:43  PM; Alexandre Gregolim  Porque Lula não consegue, reunião essas pessoas
3:43  PM; Thiago Branches  mas de 1 milhão de pessoas na av. Paulista segundo a fonte da polícia
3:43  PM; JOSÉ EVARISTO Ramos  Esses Apedeutas não sabe o que é Democracia.
3:43  PM; LUCIANO DUARTE PESSANHA  Vocês não sentem vergonha desse malabarismo jornalístico para narrar um fato histórico 
3:43  PM; Nonato  A nação está com a direita “as urnas” com a esquerda!!!
3:43  PM; paulo cast  KKKK MANIFETAÇÃO BOLSONARISTA VÃO DE UM EXTREMO AO OUTRO KKKKK
3:43  PM; Nick Iva  QUE HORA VAI CHEGAR A MULTIDÃO  
3:43  PM; Pri Oliveira  Impacto: impeachment de Lula
3:43  PM; Elizabeth Schimitz  VOU DAR BLOK SUZI FLODONA ENCHE O SACO DO SIMPLES KKKK
3:43  PM; Euripes Severino  tem jumemto no chat abóbora  feijão puro feijão
3:43  PM; parceirodalua  O CAPATÃO ENRUSTIDO VAI SOLTAR A FRANGA.
3:43  PM; Claudio Amorim Nunes de Freitas  CADEIA
3:43  PM; Patricia Batista  ABAIXO CNN
3:43  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:43  PM; Família Fernandes  os petistas fica louco
3:43  PM; Adriana Taborda Bee                              
3:43  PM; adriana lima Dida  Meu eterno Presidente!
3:43  PM; Marcos Rogerio  FORA LULA CORRUPTO
3:43  PM; MARCOS CURI  O POVO COMPARECEU DE GRAÇA..KKK...
3:43  PM; cristina moura  Que chore toda a mídia esquerdista e podre e àqueles adoradores de corruptos e bandidos! Bolsonaro é eterno e incomoda muita gente! Bolsonaro pra sempre                 
3:43  PM; Rita Cassia  A JORNALISTA NÃO SE DÁ NEM O TRABALHO DE DESFAÇAR O LADO DELA 
3:43  PM; Alekseyevich Shesternyov  É NA JUSTIÇA QUE ELE TEM QUE PROVAR QUE É INOCENTE AI É ONDE E IMPOSSÍVEL ELE PROVAR ELE FEZ PROVAS CONTRA ELE MESMO VAI PRA CADEIA VAGABUNDO AGORA NÃO ADIANTA SE FAZER DE INOCENTE
3:43  PM; TiadeSobrinas andCamilo  NAO
3:43  PM; Francis Pereira  GRAÇAS A DEUS ESSE ELEMENTO ESTÁ INELEGÍVEL E LGO SERÁ PRESO!!
3:43  PM; Jonatas Vasconcelos      
3:43  PM; Neil Stilman  Somos a Gente do Brasil
3:43  PM; Gilmar Gonçalves  SÓ COVARDES
3:43  PM; Guilherme Medeiros  700.000 FORAM O NÚMERO DE PESSOAS QUE O BOZO DEIXOU MORRER SEM A VACINA.
3:43  PM; Aparecido Cardoso  recado 
3:43  PM; Jefferson Gazoni  DIREITA QUER PEITAR O STF
3:43  PM; Claudio Amorim Nunes de Freitas  CHORO GRANDE, FALTAM MAIS 7 ANOS     NÃO TEM VOTO, OS VOTOS DO LULA ESTÃO FAZENDO A COMIDA DELES!
3:43  PM; Giselle Andrade Krewer  Mídia porcaaaaaa
3:43  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:43  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:43  PM; Marcos Willians  MOSTREM A AVENIDA TODA SEUS CANALHAS!!!!! TEM MAIS DE UM MILHAO DE PESSOAS!!!!
3:43  PM; Euripes Severino  tem jumemto no chat abóbora 
3:43  PM; RCesar  COVARDES
3:43  PM; Givanildo Keiroz  a globo chora
3:43  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:43  PM; Solano Ribeiro  ALÔ CRIANÇADA, O BOZO CHEGOU!!
3:43  PM; Thiago Branches  mas de 1 milhão de pessoas na av. Paulista segundo a fonte da polícia
3:43  PM; Mayara Abichequer  Dessa vez os extraterrestres vem, confia! 
3:43  PM; Axolote  @Nick Iva SEU VELÓRIO TBM
3:43  PM; Pri Oliveira  Impacto: impeachment de Lula Impacto: impeachment de LulaImpacto: impeachment de Lula
3:43  PM; Mariza Sotelo Codo  Bozo infugível
3:43  PM; Rita Cassia  ISSO É GENTE PARA GANHAR E ELEIÇÃO
3:43  PM; Pedro Andrade  Essa Basília é uma jumenta
3:43  PM; Nick Iva  QUE HORA VAI CHEGAR A MULTIDÃO  
3:43  PM; Paz e Amor  @Carmem Andrada ,A  quando essa vadiagem acabar quem vai continuar presidente do 
3:43  PM; Rudnei Arone Jr  CNN choraa
3:43  PM; TiadeSobrinas andCamilo  MO TI VA
3:43  PM; PAULO  ESQUERDA NAZISTA TREME , PODEM ROUBAR AS ELEIÇÕES QUANTAS VEZES QUISEREM, O POVO VCS N TEM
3:43  PM; Ezequiel Procópio  Audiencia fracassada da CNN
3:43  PM; Erick oliveira  C tiver 2mil pessoas é muito_ lula
3:43  PM; TiadeSobrinas andCamilo  NADA
3:43  PM; Bella Ciao  Incrível, não se vê pessoas negras e nem pardas ali no meio. Porque será 
3:43  PM; edson edi  CNN BOZONARISTA APOIANDO GOLPISTAS
3:43  PM; Gisele Ruth  enquanto isso, lula viaja kkkkkkkkk
3:43  PM; Vladimir Sena  O choro é livre, mas o Inelegível será preso. O gado muge, mas a caravana passa.
3:43  PM; ROBERTO LOPES  MULTIDÃO SÓ EM FRENTE AO MASP KKKKJKKJJK
3:43  PM; Pri Oliveira  Impacto: impeachment de Lula Impacto: impeachment de LulaImpacto: impeachment de Lula
3:43  PM; hore pedero  LULA NA PAULISTA QUANDO 
3:43  PM; Euripes Severino  tem jumemto no chat abóbora  feijão puro feijão
3:43  PM; Magna santos  só pra doer em petistas Mendonça será o próximo presidente do TSE em 2026
3:43  PM; ALOISIO ALVES  é o gado
3:43  PM; Andre Reginato  F L O P
3:43  PM; Erick oliveira  C tiver 2mil pessoas é muito_ lula
3:43  PM; Laerte Marques  bozo na papuda urgente
3:43  PM; William Souza  MILHOES E MILHOES DE PESSOAS KKKKKKKKKK CHORA GADO, AMANHA É TOC TOC TOC DA PF
